[2026-04-16 22:39:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:09] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2026-04-16 22:39:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_CHANNEL_START_TIME_UPDATE', 's': 10, 'op': 0, 'd': {'voice_start_time': 1776368347, 'id': '1450520782315720925', 'guild_id': '1367631761735159881'}}
[2026-04-16 22:39:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:09] [DEBUG   ] discord.gateway: Unknown event VOICE_CHANNEL_START_TIME_UPDATE.
[2026-04-16 22:39:09] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/guilds/1367631761735159881/members/766045290746609699 with {"channel_id":1450520782315720925} has returned 200
[2026-04-16 22:39:09] [DEBUG   ] discord.http: PATCH /guilds/{guild_id}/members/{user_id} has found its initial rate limit bucket hash (c7f060a5d9790cb6f53000110a7b7edf).
[2026-04-16 22:39:09] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/guilds/1367631761735159881/members/766045290746609699 has received {'avatar': None, 'banner': None, 'communication_disabled_until': None, 'flags': 0, 'joined_at': '2025-05-01T23:29:45.960000+00:00', 'nick': 'Pho Chan', 'pending': False, 'premium_since': None, 'roles': ['1492529219496837181'], 'unusual_dm_activity_until': None, 'collectibles': None, 'display_name_styles': None, 'user': {'id': '766045290746609699', 'username': 'metallexro', 'avatar': '9b119380425eceb287db975c1ebc9831', 'discriminator': '0', 'public_flags': 64, 'flags': 64, 'banner': None, 'accent_color': 3751734, 'global_name': 'metallexro', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#393f36', 'clan': {'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'tag': 'RTL', 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}, 'primary_guild': {'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'tag': 'RTL', 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}}, 'mute': False, 'deaf': False}
[2026-04-16 22:39:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 11, 'op': 0, 'd': {'member': {'user': {'username': 'metallexro', 'public_flags': 64, 'primary_guild': {'tag': 'RTL', 'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}, 'id': '766045290746609699', 'global_name': 'metallexro', 'display_name_styles': None, 'display_name': 'metallexro', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9b119380425eceb287db975c1ebc9831'}, 'roles': ['1492529219496837181'], 'premium_since': None, 'pending': False, 'nick': 'Pho Chan', 'mute': False, 'joined_at': '2025-05-01T23:29:45.960000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '766045290746609699', 'suppress': False, 'session_id': 'a974f54de844325148f29cb0ba19bac7', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1367631761735159881', 'discoverable': True, 'deaf': False, 'channel_id': '1450520782315720925'}}
[2026-04-16 22:39:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:10] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2026-04-16 22:39:10] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/guilds/1367631761735159881/members/766045290746609699 with {"channel_id":1450520782315720925} has returned 200
[2026-04-16 22:39:10] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/guilds/1367631761735159881/members/766045290746609699 has received {'avatar': None, 'banner': None, 'communication_disabled_until': None, 'flags': 0, 'joined_at': '2025-05-01T23:29:45.960000+00:00', 'nick': 'Pho Chan', 'pending': False, 'premium_since': None, 'roles': ['1492529219496837181'], 'unusual_dm_activity_until': None, 'collectibles': None, 'display_name_styles': None, 'user': {'id': '766045290746609699', 'username': 'metallexro', 'avatar': '9b119380425eceb287db975c1ebc9831', 'discriminator': '0', 'public_flags': 64, 'flags': 64, 'banner': None, 'accent_color': 3751734, 'global_name': 'metallexro', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#393f36', 'clan': {'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'tag': 'RTL', 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}, 'primary_guild': {'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'tag': 'RTL', 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}}, 'mute': False, 'deaf': False}
[2026-04-16 22:39:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 12, 'op': 0, 'd': {'member': {'user': {'username': 'metallexro', 'public_flags': 64, 'primary_guild': {'tag': 'RTL', 'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}, 'id': '766045290746609699', 'global_name': 'metallexro', 'display_name_styles': None, 'display_name': 'metallexro', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9b119380425eceb287db975c1ebc9831'}, 'roles': ['1492529219496837181'], 'premium_since': None, 'pending': False, 'nick': 'Pho Chan', 'mute': False, 'joined_at': '2025-05-01T23:29:45.960000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '766045290746609699', 'suppress': False, 'session_id': 'a974f54de844325148f29cb0ba19bac7', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1367631761735159881', 'discoverable': True, 'deaf': False, 'channel_id': '1450520782315720925'}}
[2026-04-16 22:39:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:11] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2026-04-16 22:39:11] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/guilds/1367631761735159881/members/766045290746609699 with {"channel_id":1450520782315720925} has returned 200
[2026-04-16 22:39:11] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/guilds/1367631761735159881/members/766045290746609699 has received {'avatar': None, 'banner': None, 'communication_disabled_until': None, 'flags': 0, 'joined_at': '2025-05-01T23:29:45.960000+00:00', 'nick': 'Pho Chan', 'pending': False, 'premium_since': None, 'roles': ['1492529219496837181'], 'unusual_dm_activity_until': None, 'collectibles': None, 'display_name_styles': None, 'user': {'id': '766045290746609699', 'username': 'metallexro', 'avatar': '9b119380425eceb287db975c1ebc9831', 'discriminator': '0', 'public_flags': 64, 'flags': 64, 'banner': None, 'accent_color': 3751734, 'global_name': 'metallexro', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#393f36', 'clan': {'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'tag': 'RTL', 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}, 'primary_guild': {'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'tag': 'RTL', 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}}, 'mute': False, 'deaf': False}
[2026-04-16 22:39:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 13, 'op': 0, 'd': {'id': '1494421903493038092', 'channel_id': '1493664829402255541', 'guild_id': '1367631761735159881'}}
[2026-04-16 22:39:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:13] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2026-04-16 22:39:13] [DEBUG   ] discord.client: Dispatching event message_delete
[2026-04-16 22:39:13] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/guilds/1367631761735159881/members/766045290746609699 with {"channel_id":1450520782315720925} has returned 200
[2026-04-16 22:39:13] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/guilds/1367631761735159881/members/766045290746609699 has received {'avatar': None, 'banner': None, 'communication_disabled_until': None, 'flags': 0, 'joined_at': '2025-05-01T23:29:45.960000+00:00', 'nick': 'Pho Chan', 'pending': False, 'premium_since': None, 'roles': ['1492529219496837181'], 'unusual_dm_activity_until': None, 'collectibles': None, 'display_name_styles': None, 'user': {'id': '766045290746609699', 'username': 'metallexro', 'avatar': '9b119380425eceb287db975c1ebc9831', 'discriminator': '0', 'public_flags': 64, 'flags': 64, 'banner': None, 'accent_color': 3751734, 'global_name': 'metallexro', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#393f36', 'clan': {'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'tag': 'RTL', 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}, 'primary_guild': {'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'tag': 'RTL', 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}}, 'mute': False, 'deaf': False}
[2026-04-16 22:39:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 14, 'op': 0, 'd': {'member': {'user': {'username': 'metallexro', 'public_flags': 64, 'primary_guild': {'tag': 'RTL', 'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}, 'id': '766045290746609699', 'global_name': 'metallexro', 'display_name_styles': None, 'display_name': 'metallexro', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9b119380425eceb287db975c1ebc9831'}, 'roles': ['1492529219496837181'], 'premium_since': None, 'pending': False, 'nick': 'Pho Chan', 'mute': False, 'joined_at': '2025-05-01T23:29:45.960000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '766045290746609699', 'suppress': False, 'session_id': 'a974f54de844325148f29cb0ba19bac7', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1367631761735159881', 'discoverable': True, 'deaf': False, 'channel_id': '1450520782315720925'}}
[2026-04-16 22:39:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:13] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2026-04-16 22:39:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 15, 'op': 0, 'd': {'id': '1494421904759459942', 'channel_id': '1493664829402255541', 'guild_id': '1367631761735159881'}}
[2026-04-16 22:39:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:15] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2026-04-16 22:39:15] [DEBUG   ] discord.client: Dispatching event message_delete
[2026-04-16 22:39:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 16, 'op': 0, 'd': {'member': {'user': {'username': 'metallexro', 'public_flags': 64, 'primary_guild': {'tag': 'RTL', 'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}, 'id': '766045290746609699', 'global_name': 'metallexro', 'display_name_styles': None, 'display_name': 'metallexro', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9b119380425eceb287db975c1ebc9831'}, 'roles': ['1492529219496837181'], 'premium_since': None, 'pending': False, 'nick': 'Pho Chan', 'mute': False, 'joined_at': '2025-05-01T23:29:45.960000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '766045290746609699', 'suppress': False, 'session_id': 'a974f54de844325148f29cb0ba19bac7', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1367631761735159881', 'discoverable': True, 'deaf': False, 'channel_id': '1450520782315720925'}}
[2026-04-16 22:39:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:16] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2026-04-16 22:39:16] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/guilds/1367631761735159881/members/766045290746609699 with {"channel_id":1450520782315720925} has returned 200
[2026-04-16 22:39:16] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/guilds/1367631761735159881/members/766045290746609699 has received {'avatar': None, 'banner': None, 'communication_disabled_until': None, 'flags': 0, 'joined_at': '2025-05-01T23:29:45.960000+00:00', 'nick': 'Pho Chan', 'pending': False, 'premium_since': None, 'roles': ['1492529219496837181'], 'unusual_dm_activity_until': None, 'collectibles': None, 'display_name_styles': None, 'user': {'id': '766045290746609699', 'username': 'metallexro', 'avatar': '9b119380425eceb287db975c1ebc9831', 'discriminator': '0', 'public_flags': 64, 'flags': 64, 'banner': None, 'accent_color': 3751734, 'global_name': 'metallexro', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#393f36', 'clan': {'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'tag': 'RTL', 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}, 'primary_guild': {'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'tag': 'RTL', 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}}, 'mute': False, 'deaf': False}
[2026-04-16 22:39:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 17, 'op': 0, 'd': {'member': {'user': {'username': 'metallexro', 'public_flags': 64, 'primary_guild': {'tag': 'RTL', 'identity_guild_id': '273333460792508417', 'identity_enabled': True, 'badge': '7e870d22395d2d4e5f53ca52ec965a17'}, 'id': '766045290746609699', 'global_name': 'metallexro', 'display_name_styles': None, 'display_name': 'metallexro', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9b119380425eceb287db975c1ebc9831'}, 'roles': ['1492529219496837181'], 'premium_since': None, 'pending': False, 'nick': 'Pho Chan', 'mute': False, 'joined_at': '2025-05-01T23:29:45.960000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '766045290746609699', 'suppress': False, 'session_id': 'a974f54de844325148f29cb0ba19bac7', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1367631761735159881', 'discoverable': True, 'deaf': False, 'channel_id': '1367631762263506978'}}
[2026-04-16 22:39:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:16] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2026-04-16 22:39:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_CHANNEL_START_TIME_UPDATE', 's': 18, 'op': 0, 'd': {'voice_start_time': None, 'id': '1450520782315720925', 'guild_id': '1367631761735159881'}}
[2026-04-16 22:39:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:16] [DEBUG   ] discord.gateway: Unknown event VOICE_CHANNEL_START_TIME_UPDATE.
[2026-04-16 22:39:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_CHANNEL_STATUS_UPDATE', 's': 19, 'op': 0, 'd': {'status': None, 'id': '1450520782315720925', 'guild_id': '1367631761735159881'}}
[2026-04-16 22:39:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:16] [DEBUG   ] discord.gateway: Unknown event VOICE_CHANNEL_STATUS_UPDATE.
[2026-04-16 22:39:17] [DEBUG   ] discord.client: Dispatching event command_error
[2026-04-16 22:39:17] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command jail
Traceback (most recent call last):
  File "C:\Users\theju\AppData\Local\Programs\Python\Python313\Lib\site-packages\discord\ext\commands\core.py", line 266, in wrapped
    ret = await coro(*args, **kwargs)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "d:\githubProjects\discordJailBot\discordJailBot\main.py", line 45, in jail
    await bot.process_commands(ctx)
  File "C:\Users\theju\AppData\Local\Programs\Python\Python313\Lib\site-packages\discord\ext\commands\bot.py", line 1416, in process_commands
    ctx = await self.get_context(message)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\theju\AppData\Local\Programs\Python\Python313\Lib\site-packages\discord\ext\commands\bot.py", line 1309, in get_context
    view = StringView(origin.content)
                      ^^^^^^^^^^^^^^
AttributeError: 'Context' object has no attribute 'content'

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\theju\AppData\Local\Programs\Python\Python313\Lib\site-packages\discord\ext\commands\bot.py", line 1376, in invoke
    await ctx.command.invoke(ctx)
  File "C:\Users\theju\AppData\Local\Programs\Python\Python313\Lib\site-packages\discord\ext\commands\core.py", line 1064, in invoke
    await injected(*ctx.args, **ctx.kwargs)  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\theju\AppData\Local\Programs\Python\Python313\Lib\site-packages\discord\ext\commands\core.py", line 275, in wrapped
    raise CommandInvokeError(exc) from exc
discord.ext.commands.errors.CommandInvokeError: Command raised an exception: AttributeError: 'Context' object has no attribute 'content'
[2026-04-16 22:39:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 19.
[2026-04-16 22:39:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-04-16 22:39:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 20, 'op': 0, 'd': {'user_id': '534010447469346826', 'timestamp': 1776368363, 'member': {'user': {'username': 'mr.andrew7', 'public_flags': 128, 'primary_guild': None, 'id': '534010447469346826', 'global_name': 'Andrew.', 'display_name_styles': None, 'display_name': 'Andrew.', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'a8582b64b6d54f37b8ccef383265b154'}, 'roles': ['1367631761735159883', '1367631761735159884'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-15T20:17:19.042000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1493664829402255541', 'guild_id': '1367631761735159881'}}
[2026-04-16 22:39:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:24] [DEBUG   ] discord.client: Dispatching event typing
[2026-04-16 22:39:24] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-04-16 22:39:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 21, 'op': 0, 'd': {'user': {'id': '264491273631563776'}, 'status': 'dnd', 'processed_at_timestamp': 0, 'guild_id': '1098345682433224707', 'client_status': {'mobile': 'dnd', 'desktop': 'dnd'}, 'activities': []}}
[2026-04-16 22:39:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:26] [DEBUG   ] discord.client: Dispatching event presence_update
[2026-04-16 22:39:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-04-16T19:39:27.823000+00:00', 'pinned': False, 'nonce': '1494421946010435584', 'mentions': [{'username': 'tjmnoob', 'public_flags': 128, 'primary_guild': {'tag': 'VOLT', 'identity_guild_id': '153919886471593984', 'identity_enabled': True, 'badge': 'c341bca87a95b8179c00eb10cb6e460f'}, 'member': {'roles': ['1367631761735159882', '1367631761735159884', '1367631761735159885'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-10T15:35:36.347000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '274077637268471810', 'global_name': 'TJM', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'VOLT', 'identity_guild_id': '153919886471593984', 'identity_enabled': True, 'badge': 'c341bca87a95b8179c00eb10cb6e460f'}, 'avatar_decoration_data': None, 'avatar': '7b6dfa42d5567db7970a3ccbd6049afa'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1367631761735159883', '1367631761735159884'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-15T20:17:19.042000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1494421991632146614', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!jail <@274077637268471810> 30', 'components': [], 'channel_type': 0, 'channel_id': '1493664829402255541', 'author': {'username': 'mr.andrew7', 'public_flags': 128, 'primary_guild': None, 'id': '534010447469346826', 'global_name': 'Andrew.', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'a8582b64b6d54f37b8ccef383265b154'}, 'attachments': [], 'guild_id': '1367631761735159881'}}
[2026-04-16 22:39:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:29] [DEBUG   ] discord.client: Dispatching event message
[2026-04-16 22:39:29] [DEBUG   ] discord.client: Dispatching event command
[2026-04-16 22:39:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 23, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-04-16T19:39:28.174000+00:00', 'pinned': False, 'nonce': '12129266065922339178', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1367631761735159884', '1493637875311444111'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-04-14T15:43:40.042000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1494421993104343101', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'o7 tjmnoob for 30s', 'components': [], 'channel_type': 0, 'channel_id': '1493664829402255541', 'author': {'username': 'jailBot', 'public_flags': 0, 'primary_guild': None, 'id': '1493302959818408016', 'global_name': None, 'display_name_styles': None, 'discriminator': '3919', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '693a4ea765fda8fe1f7e5a1610bc38a7'}, 'attachments': [], 'guild_id': '1367631761735159881'}}
[2026-04-16 22:39:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:29] [DEBUG   ] discord.client: Dispatching event message
[2026-04-16 22:39:30] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1493664829402255541/messages with {"content":"o7 tjmnoob for 30s","components":[],"nonce":"12129266065922339178","enforce_nonce":true,"tts":false} has returned 200
[2026-04-16 22:39:30] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1493664829402255541/messages has received {'type': 0, 'content': 'o7 tjmnoob for 30s', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-04-16T19:39:28.174000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1494421993104343101', 'channel_id': '1493664829402255541', 'author': {'id': '1493302959818408016', 'username': 'jailBot', 'avatar': '693a4ea765fda8fe1f7e5a1610bc38a7', 'discriminator': '3919', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '12129266065922339178'}
[2026-04-16 22:39:30] [DEBUG   ] discord.http: PATCH https://discord.com/api/v10/guilds/1367631761735159881/members/274077637268471810 with {"channel_id":1450520782315720925} has returned 400
[2026-04-16 22:39:30] [DEBUG   ] discord.client: Dispatching event command_error
[2026-04-16 22:39:30] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command jail
Traceback (most recent call last):
  File "C:\Users\theju\AppData\Local\Programs\Python\Python313\Lib\site-packages\discord\ext\commands\core.py", line 266, in wrapped
    ret = await coro(*args, **kwargs)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "d:\githubProjects\discordJailBot\discordJailBot\main.py", line 42, in jail
    await member.move_to(jail_channel)
  File "C:\Users\theju\AppData\Local\Programs\Python\Python313\Lib\site-packages\discord\member.py", line 1070, in move_to
    await self.edit(voice_channel=channel, reason=reason)
  File "C:\Users\theju\AppData\Local\Programs\Python\Python313\Lib\site-packages\discord\member.py", line 1005, in edit
    data = await http.edit_member(guild_id, self.id, reason=reason, **payload)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\theju\AppData\Local\Programs\Python\Python313\Lib\site-packages\discord\http.py", line 778, in request
    raise HTTPException(response, data)
discord.errors.HTTPException: 400 Bad Request (error code: 40032): Target user is not connected to voice.

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\theju\AppData\Local\Programs\Python\Python313\Lib\site-packages\discord\ext\commands\bot.py", line 1376, in invoke
    await ctx.command.invoke(ctx)
  File "C:\Users\theju\AppData\Local\Programs\Python\Python313\Lib\site-packages\discord\ext\commands\core.py", line 1064, in invoke
    await injected(*ctx.args, **ctx.kwargs)  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\theju\AppData\Local\Programs\Python\Python313\Lib\site-packages\discord\ext\commands\core.py", line 275, in wrapped
    raise CommandInvokeError(exc) from exc
discord.ext.commands.errors.CommandInvokeError: Command raised an exception: HTTPException: 400 Bad Request (error code: 40032): Target user is not connected to voice.
[2026-04-16 22:39:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 24, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-04-16T19:39:34.140000+00:00', 'pinned': False, 'nonce': '1494422023403732992', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1367631761735159882', '1367631761735159884', '1367631761735159885'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-10T15:35:36.347000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1494422018127560729', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'gg', 'components': [], 'channel_type': 0, 'channel_id': '1493664829402255541', 'author': {'username': 'tjmnoob', 'public_flags': 128, 'primary_guild': {'tag': 'VOLT', 'identity_guild_id': '153919886471593984', 'identity_enabled': True, 'badge': 'c341bca87a95b8179c00eb10cb6e460f'}, 'id': '274077637268471810', 'global_name': 'TJM', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'VOLT', 'identity_guild_id': '153919886471593984', 'identity_enabled': True, 'badge': 'c341bca87a95b8179c00eb10cb6e460f'}, 'avatar_decoration_data': None, 'avatar': '7b6dfa42d5567db7970a3ccbd6049afa'}, 'attachments': [], 'guild_id': '1367631761735159881'}}
[2026-04-16 22:39:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-04-16 22:39:35] [DEBUG   ] discord.client: Dispatching event message
